tasks,dare_ties_pass1,dare_ties_pass10,ties_pass1,ties_pass10,weight-averaging_pass1,weight-averaging_pass10,task_length
T1-T2,0.1643292682926829,0.1936727095301436,0.1628048780487805,0.1997092473712197,0.1625,0.1950696739641842,2
T1-T3,0.1740853658536585,0.2131786604243751,0.1707317073170731,0.2051885901985954,0.1719512195121951,0.2128813335346975,2
T1-T4,0.1734756097560975,0.215675229399461,0.1685975609756097,0.2114559862473854,0.1734756097560975,0.2164869790030252,2
T1-T5,0.15,0.1928660424375141,0.1472560975609756,0.1925519828657335,0.1472560975609756,0.1949451194429673,2
T1-T2-T3,0.1728658536585366,0.2044193158649852,0.1728658536585365,0.2126667789659558,0.1795731707317073,0.2165178701084462,3
T1-T2-T4,0.1731707317073171,0.2044193158649852,0.1698170731707317,0.21410328137467,0.173170731707317,0.2153307077653902,3
T1-T2-T5,0.1536585365853658,0.1984066724259656,0.1515243902439024,0.1948104329031989,0.1533536585365854,0.1996922176592568,3
T1-T3-T4,0.1792682926829268,0.2196018651362984,0.1780487804878049,0.2158168466359586,0.1768292682926829,0.2116397487206594,3
T1-T3-T5,0.1664634146341463,0.2045206030471831,0.1621951219512195,0.1984560783926486,0.1689024390243902,0.2051649598230811,3
T1-T4-T5,0.1588414634146341,0.197589807308149,0.1600609756097561,0.205113375637426,0.1621951219512195,0.2015309645047997,3
T1-T2-T3-T4,0.1746951219512195,0.2082704070074756,0.1771341463414634,0.206755422709134,0.1814024390243902,0.2244865211810013,4
T1-T2-T3-T5,0.1591463414634146,0.1917638636376837,0.1628048780487805,0.1990812272376117,0.1707317073170731,0.2092331467897805,4
T1-T2-T4-T5,0.1649390243902438,0.2136919610254579,0.1646341463414634,0.2087753247658481,0.1710365853658536,0.2110544678835474,4
T1-T3-T4-T5,0.1664634146341463,0.2055421877450496,0.1673780487804878,0.206802254417032,0.1746951219512195,0.2106537415993355,4
T1-T2-T3-T4-T5,0.1728658536585366,0.2082460835622883,0.1664634146341463,0.1968775957109416,0.1713414634146341,0.208855225798139,5
