T1-T4-T5, -4.03
T1-T2-T4-T5, -4.33
T4-T1-T2-T5, -3.17
T5-T2-T4-T1, -1.46
T4-T5-T2-T1, 0.03
T1-T4-T5-T2, -1.37
T2-T5-T1-T4, -1.5
T1-T2-T5, -2.78
T5-T2-T1-T4, -1.5
T4-T1-T5-T2, -1.37
T5-T1-T2-T4, -2.2
T2-T1-T4-T5, -4.33
T5-T1-T4, -3.57
T1-T5-T2-T4, -2.2
T4-T2-T1, 0.3
T2-T5-T4-T1, -1.46
T4-T1-T5, -4.03
T2-T4-T1, 0.3
T2-T1-T4, -1.31
T5-T4-T2-T1, 0.03
T4-T2-T5-T1, -1.31
T2-T1-T5-T4, -3.11
T4-T5-T1, -2.93
T2-T1-T5, -2.78
T1-T5-T2, -0.55
T4-T2-T1-T5, -3.36
T4-T5-T1-T2, -0.28
T5-T4-T1-T2, -0.28
T1-T4-T2, 0.15
T4-T1-T2, 0.15
T5-T2-T1, -0.46
T5-T4-T1, -2.93
T1-T2-T5-T4, -3.11
T5-T1-T2, -0.55
T1-T2-T4, -1.31
T1-T5-T4-T2, -0.7
T1-T5-T4, -3.57
T1-T4-T2-T5, -3.17
T2-T4-T5-T1, -1.31
T2-T4-T1-T5, -3.36
T2-T5-T1, -0.46
T5-T1-T4-T2, -0.7
