T1-T3, 2.35
T1-T2-T3-T5, 0.73
T1-T4-T5, -2.38
T1-T2-T4-T5, -1.13
T1-T2, 0.97
T1-T2-T3, 2.38
T1-T2-T5, -1.4
T1-T2-T3-T4-T5, -0.28
T1-T3-T4-T5, -1.1
T1-T3-T5, 0.27
T1-T2-T3-T4, 1.4
T1-T5, -2.78
T1-T3-T4, 0.36
T1-T2-T4, -0.4
T1-T4, -1.77
