tasks,dare_ties_pass1,dare_ties_pass10,ties_pass1,ties_pass10,weight-averaging_pass1,weight-averaging_pass10,task_length
T1-T2-T4,0.1783536585365853,0.2230848042692035,0.1746951219512195,0.2138466145724697,0.1798780487804878,0.2157173746362374,3
T1-T2-T5,0.1521341463414634,0.1912657445627694,0.1423780487804878,0.1899402983183093,0.1524390243902439,0.1943925778970708,3
T1-T4-T2,0.1746951219512195,0.2183773430375409,0.173170731707317,0.2209044400815525,0.1722560975609756,0.2173223589821037,3
T1-T4-T5,0.1548780487804878,0.202201129875184,0.1533536585365853,0.1978141638622647,0.1554878048780487,0.1984161113748442,3
T1-T5-T2,0.1628048780487805,0.2042915270186281,0.1560975609756097,0.1947491127388054,0.1591463414634146,0.2019154201533572,3
T1-T5-T4,0.1692073170731707,0.2125410693286174,0.1655487804878048,0.2068025844502096,0.172560975609756,0.2130893534465232,3
T2-T1-T4,0.1771341463414634,0.2156185627028714,0.1746951219512195,0.2138466145724697,0.1798780487804878,0.2157173746362374,3
T2-T1-T5,0.1435975609756097,0.1944895086413247,0.1423780487804878,0.1899402983183093,0.1524390243902439,0.1943925778970708,3
T2-T4-T1,0.1707317073170731,0.2237764217961303,0.1655487804878048,0.2059995807258512,0.1685975609756097,0.2124656237442237,3
T2-T5-T1,0.1570121951219512,0.1990663427413031,0.1557926829268292,0.198356936426105,0.1557926829268292,0.2030434075476739,3
T4-T1-T2,0.1746951219512195,0.2141105751078944,0.173170731707317,0.2209044400815525,0.1722560975609756,0.2173223589821037,3
T4-T1-T5,0.1570121951219512,0.2038431109402566,0.1533536585365853,0.1978141638622647,0.1554878048780487,0.1984161113748442,3
T4-T2-T1,0.1701219512195121,0.2211309418513224,0.1655487804878048,0.2059995807258512,0.1685975609756097,0.2124656237442237,3
T4-T5-T1,0.1649390243902439,0.210313939439704,0.160670731707317,0.2007373007193667,0.1609756097560975,0.1976798733623093,3
T5-T1-T2,0.1582317073170731,0.206792452431658,0.1560975609756097,0.1947491127388054,0.1591463414634146,0.2019154201533572,3
T5-T1-T4,0.1655487804878049,0.208146908592427,0.1655487804878048,0.2068025844502096,0.172560975609756,0.2130893534465232,3
T5-T2-T1,0.1573170731707317,0.200244396168658,0.1557926829268292,0.198356936426105,0.1557926829268292,0.2030434075476739,3
T5-T4-T1,0.1637195121951219,0.1982886855649825,0.160670731707317,0.2007373007193667,0.1609756097560975,0.1976798733623093,3
T1-T2-T4-T5,0.1585365853658536,0.2051155208530803,0.1539634146341463,0.1992064418251838,0.1628048780487804,0.2056365112272006,4
T1-T2-T5-T4,0.1704268292682927,0.2095895826215618,0.1643292682926829,0.2036311306303,0.1710365853658536,0.2110642698689213,4
T1-T4-T2-T5,0.1466463414634146,0.1957993443164854,0.148170731707317,0.1913844905000609,0.1582317073170731,0.2050912634145285,4
T1-T4-T5-T2,0.1713414634146341,0.2070103073321754,0.161280487804878,0.209839450740304,0.1637195121951219,0.2027906681402868,4
T1-T5-T2-T4,0.1765243902439024,0.2159155925626891,0.1695121951219512,0.2098252593136682,0.1786585365853658,0.2199274758692941,4
T1-T5-T4-T2,0.1756097560975609,0.2146442387560336,0.1676829268292683,0.2069467759454922,0.1701219512195121,0.2086243345871073,4
T2-T1-T4-T5,0.1585365853658536,0.2053392173408408,0.1539634146341463,0.1992064418251838,0.1628048780487804,0.2056365112272006,4
T2-T1-T5-T4,0.1722560975609756,0.208558228941639,0.1643292682926829,0.2036311306303,0.1710365853658536,0.2110642698689213,4
T2-T4-T1-T5,0.1469512195121951,0.200186277326087,0.1469512195121951,0.1900481201574232,0.1542682926829268,0.1985032731370419,4
T2-T4-T5-T1,0.1579268292682926,0.1996856830023408,0.1545731707317073,0.1975451538192231,0.161280487804878,0.2075947300830258,4
T2-T5-T1-T4,0.174390243902439,0.2145236776362654,0.172560975609756,0.2128980332134828,0.1716463414634146,0.2109321245846202,4
T2-T5-T4-T1,0.1661585365853658,0.2076005716702688,0.1643292682926829,0.2057381944492115,0.1679878048780488,0.2122579338655756,4
T4-T1-T2-T5,0.149390243902439,0.1902467011203702,0.148170731707317,0.1913844905000609,0.1582317073170731,0.2050912634145285,4
T4-T1-T5-T2,0.1646341463414634,0.2056060491649104,0.161280487804878,0.209839450740304,0.1637195121951219,0.2027906681402868,4
T4-T2-T1-T5,0.1536585365853658,0.2043884247595642,0.1469512195121951,0.1900481201574232,0.1542682926829268,0.1985032731370419,4
T4-T2-T5-T1,0.1597560975609756,0.2069674360224084,0.1545731707317073,0.1975451538192231,0.161280487804878,0.2075947300830258,4
T4-T5-T1-T2,0.1689024390243902,0.2058634420401014,0.1634146341463414,0.1997636698422019,0.1685975609756097,0.2114890555717785,4
T4-T5-T2-T1,0.1594512195121951,0.2050894482320518,0.161280487804878,0.2013258818882544,0.1661585365853658,0.2051642667534082,4
T5-T1-T2-T4,0.1786585365853658,0.2151785954738458,0.1695121951219512,0.2098252593136682,0.1786585365853658,0.2199274758692941,4
T5-T1-T4-T2,0.175,0.2144383640598622,0.1676829268292683,0.2069467759454922,0.1701219512195121,0.2086243345871073,4
T5-T2-T1-T4,0.1768292682926829,0.2143113342898135,0.172560975609756,0.2128980332134828,0.1716463414634146,0.2109321245846202,4
T5-T2-T4-T1,0.1652439024390243,0.2069609343688102,0.1643292682926829,0.2057381944492115,0.1679878048780488,0.2122579338655756,4
T5-T4-T1-T2,0.1673780487804878,0.2056082273838824,0.1634146341463414,0.1997636698422019,0.1685975609756097,0.2114890555717785,4
T5-T4-T2-T1,0.1600609756097561,0.2077726839723743,0.161280487804878,0.2013258818882544,0.1661585365853658,0.2051642667534082,4
