T2-T5,0.14908536585365853,0.18775227736093855
T3-T4-T5,0.17256097560975608,0.20762855848372727
T2-T3-T4-T5,0.1746951219512195,0.20559697325252713
T4-T5,0.15823170731707314,0.1950177267420339
T2-T3-T5,0.16554878048780486,0.1978940978978735
T2-T3,0.17957317073170728,0.2086243675904251
T3-T5,0.16554878048780486,0.2048669398637306
T3-T4,0.18841463414634146,0.21898143576577467
T2-T4,0.18048780487804877,0.21983021509186274
T2-T3-T4,0.1878048780487805,0.21593480049362404
T2-T4-T5,0.16249999999999998,0.2032866089962292
