T2-T5, -3.94
T3-T4-T5, -3.1
T2-T3-T4-T5, -2.18
T4-T5, -5.86
T2-T3-T5, 0.17
T2-T3, 1.68
T3-T5, -3.33
T3-T4, 1.36
T2-T4, -3.17
T2-T3-T4, 1.6
T2-T4-T5, -3.15
