T1-T4-T5, -3.23
T1-T2-T4-T5, -3.63
T4-T1-T2-T5, -2.93
T5-T2-T4-T1, -1.04
T4-T5-T2-T1, -0.09
T1-T4-T5-T2, -2.35
T2-T5-T1-T4, -1.89
T1-T2-T5, -2.93
T5-T2-T1-T4, -1.25
T4-T1-T5-T2, -1.65
T5-T1-T2-T4, -1.4
T2-T1-T4-T5, -3.2
T5-T1-T4, -2.38
T1-T5-T2-T4, -2.81
T4-T2-T1, 0.64
T2-T5-T4-T1, -1.07
T4-T1-T5, -3.93
T2-T4-T1, 0.55
T2-T1-T4, -0.49
T5-T4-T2-T1, -0.25
T4-T2-T5-T1, -0.64
T2-T1-T5-T4, -2.9
T4-T5-T1, -1.59
T2-T1-T5, -3.14
T1-T5-T2, -0.76
T4-T2-T1-T5, -3.26
T4-T5-T1-T2, 0.03
T5-T4-T1-T2, -0.34
T1-T4-T2, -0.37
T4-T1-T2, -0.55
T5-T2-T1, -0.55
T5-T4-T1, -1.86
T1-T2-T5-T4, -3.45
T5-T1-T2, -0.82
T1-T2-T4, -1.34
T1-T5-T4-T2, -1.19
T1-T5-T4, -2.59
T1-T4-T2-T5, -3.23
T2-T4-T5-T1, -1.62
T2-T4-T1-T5, -3.26
T2-T5-T1, -0.98
T5-T1-T4-T2, -0.58
