T1-T3,0.17408536585365852,0.21317866042437517
T1-T2-T3-T5,0.15914634146341464,0.19176386363768377
T1-T4-T5,0.15884146341463418,0.19758980730814907
T1-T2-T4-T5,0.16493902439024388,0.21369196102545798
T1-T2,0.16432926829268293,0.19367270953014365
T1-T2-T3,0.1728658536585366,0.20441931586498527
T1-T2-T5,0.15365853658536585,0.19840667242596566
T1-T2-T3-T4-T5,0.1728658536585366,0.20824608356228835
T1-T3-T4-T5,0.16646341463414635,0.20554218774504962
T1-T3-T5,0.16646341463414635,0.20452060304718314
T1-T2-T3-T4,0.1746951219512195,0.20827040700747562
T1-T5,0.15,0.19286604243751415
T1-T3-T4,0.17926829268292682,0.21960186513629842
T1-T2-T4,0.1731707317073171,0.20441931586498527
T1-T4,0.17347560975609755,0.21567522939946107
