T2-T5, -2.81
T3-T4-T5, -0.86
T2-T3-T4-T5, -1.16
T4-T5, -4.24
T2-T3-T5, 0.36
T2-T3, 1.64
T3-T5, -2.65
T3-T4, -1.4
T2-T4, -1.4
T2-T3-T4, 0.61
T2-T4-T5, -3.57
