T1-T2-T4,27.35,39.12
T1-T2-T5,25.88,34.99
T1-T4-T2,28.81,39.57
T1-T4-T5,24.63,33.71
T1-T5-T2,28.11,39.49
T1-T5-T4,25.09,34.11
T2-T1-T4,27.35,39.12
T2-T1-T5,25.88,34.99
T2-T4-T1,28.96,39.98
T2-T5-T1,28.2,41.06
T4-T1-T2,28.81,39.57
T4-T1-T5,24.63,33.71
T4-T2-T1,28.96,39.98
T4-T5-T1,25.73,37.16
T5-T1-T2,28.11,39.49
T5-T1-T4,25.09,34.11
T5-T2-T1,28.2,41.06
T5-T4-T1,25.73,37.16
T1-T2-T4-T5,24.33,34.07
T1-T2-T5-T4,25.55,35.79
T1-T4-T2-T5,25.49,34.92
T1-T4-T5-T2,27.29,37.97
T1-T5-T2-T4,26.46,37.62
T1-T5-T4-T2,27.96,37.87
T2-T1-T4-T5,24.33,34.07
T2-T1-T5-T4,25.55,35.79
T2-T4-T1-T5,25.3,34.9
T2-T4-T5-T1,27.35,38.94
T2-T5-T1-T4,27.16,38.9
T2-T5-T4-T1,27.2,40.27
T4-T1-T2-T5,25.49,34.92
T4-T1-T5-T2,27.29,37.97
T4-T2-T1-T5,25.3,34.9
T4-T2-T5-T1,27.35,38.94
T4-T5-T1-T2,28.38,39.16
T4-T5-T2-T1,28.69,42.12
T5-T1-T2-T4,26.46,37.62
T5-T1-T4-T2,27.96,37.87
T5-T2-T1-T4,27.16,38.9
T5-T2-T4-T1,27.2,40.27
T5-T4-T1-T2,28.38,39.16
T5-T4-T2-T1,28.69,42.12
